id V1 win_mid pi_n winpi frac_utr frac_cds entropy ling_complex exp d_xy_n d_xy_meanm frac_GC
chr4 5730001 NA NA NA NA 0 0 0.998246000428646 0.931390298132456 0 NA NA 0.506451
chr4 5740001 NA NA NA NA 0 0 0.985976838780644 0.944655161732211 0 NA NA 0.40494
chr4 5750001 NA NA NA NA 0 0 0.990773677024843 0.952755420815315 0 NA NA 0.182718
chr4 5770001 NA NA NA NA 0 0 0.993942901471612 0.950704623917596 0 NA NA 0.050305
chr4 5780001 NA NA NA NA 0 0 0.996201771508281 0.950673779885398 0 NA NA 0.440044
chr4 5800001 NA NA NA NA 0 0 0.983939028981342 0.969438230568071 0 NA NA 0.080708
chr4 580001 chr4 585000 1589 0.00109846101035529 0.4409 0.0227 0.978279666741979 0.953459396576054 1 962 0.0227036477036477 0.378338
chr4 5810001 NA NA NA NA 0 0 0.985742432765981 0.942094430409373 0 NA NA 0.40454
chr4 5820001 NA NA NA NA 0 0 0.990545275000764 0.929063612145576 0 286 0.0269948000717231 0.419842
chr4 5830001 chr4 5835000 1009 0.00169315322932766 0.2038 0.1433 0.993402284707301 0.964452643679743 3 917 0.0163516418151096 0.433043
chr4 5840001 chr4 5845000 1847 0.00356149895944157 0.0582 0.0321 0.994121638109988 0.96202958608394 3 1126 0.0172809354647721 0.447745
chr4 5850001 chr4 5855000 1270 0.00211533872951196 0.0836 0.0721 0.973698818799935 0.954657158001253 3 934 0.0231409382908312 0.367137
chr4 5860001 chr4 5865000 2058 0.00302226118552649 0.392 0.1795 0.998756500779832 0.967619139401532 2 1614 0.0184555634369761 0.472247
chr4 5870001 NA NA NA NA 0.0719 0.0756 0.971450829927641 0.949852344927756 4 399 0.0253778385357333 0.361436
chr4 5880001 chr4 5885000 1624 0.00243879683534856 0.2084 0.202 0.999040867914488 0.965911985186307 4 1497 0.0265703123418554 0.49695
chr4 5890001 chr4 5895000 1306 0.00409995823472087 0.0362 0.0277 0.980766417007599 0.953259769671855 0 906 0.0291574687270051 0.385439
chr4 5900001 NA NA NA NA NA NA NA NA NA 2602 0.0255892390980785 NA
chr4 590001 NA NA NA NA NA NA NA NA NA 1520 0.0148026315789474 NA
chr4 5910001 chr4 5915000 1151 0.00197720032646184 0.1218 0.1826 0.989077233325501 0.963048371663993 3 599 0.0357160924773613 0.413641
chr4 5920001 chr4 5925000 1514 0.0019858169131617 0.17 0.2455 0.99368780143597 0.957307377246663 1 631 0.0110935023771791 0.435344
chr4 5930001 NA NA NA NA NA NA NA NA NA 2078 0.0161413217837664 NA
chr4 5940001 NA NA NA NA 0.0439 0.0117 0.988210856222587 0.950822944703347 0 526 0.0305910819218804 0.410941
chr4 5950001 chr4 5955000 1071 0.00303987951046775 0 0 0.974486010736301 0.950072622891011 0 713 0.0416832583031742 0.367837
chr4 5960001 chr4 5965000 2067 0.00119346868258334 0.349 0.0874 0.996377573664 0.967681092578698 2 1932 0.0128217451975216 0.455045
chr4 5970001 NA NA NA NA 0.1836 0.0399 0.989288634350264 0.930467884161326 0 373 0.0164779367192236 0.414641
chr4 5980001 NA NA NA NA 0 0 0.992072871428478 0.93766822008522 0 NA NA 0.437444
chr4 5990001 chr4 5995000 1100 0.00625090061453697 0 0 0.981138209875245 0.945563808330637 0 NA NA 0.39524
chr4 6000001 NA NA NA NA 0.0223 0.0077 0.94737823887571 0.899821712523491 0 NA NA 0.311431
chr4 600001 chr4 605000 1031 0.00484588156751106 0 0 0.939147342377849 0.933682565687577 0 794 0.0548527459106804 0.29783
chr4 60001 NA NA NA NA 0 0 0.972289018143662 0.952956887472379 0 588 0.0248184355327212 0.362736
chr4 6010001 NA NA NA NA 0.0201 0.0105 0.983278445397465 0.942631357944807 0 NA NA 0.393839
chr4 6020001 NA NA NA NA 0 0 0.923959164244642 0.890019343158648 0 NA NA 0.274727
chr4 6040001 NA NA NA NA 0 0 0.93091113484489 0.915330657873905 0 495 0.0618487909397 0.284828
chr4 6050001 NA NA NA NA 0.0851 0.0135 0.961183354396712 0.916328792394903 1 NA NA 0.341634
chr4 6060001 NA NA NA NA 0.026 0.0064 0.97873796481041 0.947814773767648 0 NA NA 0.383538
chr4 6070001 chr4 6075000 1802 0.00201589014019646 0.0204 0.0119 0.956718222262975 0.942879170653468 0 1636 0.0283043057187311 0.328833
chr4 6080001 NA NA NA NA NA NA NA NA NA 1613 0.0125166732420297 NA
chr4 6090001 chr4 6095000 1733 0.000587525573099723 0.0829 0.2432 0.991994687689286 0.964487062111502 4 1704 0.0141912078531797 0.441444
chr4 6100001 NA NA NA NA NA NA NA NA NA 1035 0.0296439309482788 NA
chr4 610001 chr4 615000 1600 0.00195075757575758 0.0758 0.0969 0.980204949049755 0.87248659402083 4 1413 0.0260598094992999 0.384538
chr4 6110001 chr4 6115000 1663 0.000930718910273933 0.0981 0.1834 0.988354707156466 0.95833993019942 4 1548 0.0144398560096235 0.417742
chr4 6120001 chr4 6125000 1701 0.00157757194794232 0.0417 0.1853 0.979355725798601 0.867096667607437 2 1551 0.013127319703722 0.381938
chr4 6130001 chr4 6135000 1344 0.00269001831501831 0.1366 0.1061 0.995172328858773 0.963605950258482 1 915 0.0429455608144133 0.443044
chr4 6140001 chr4 6145000 1087 0.00197931476680327 0.1922 0.2906 0.999196068552233 0.958869974048502 3 NA NA 0.479348
chr4 6150001 chr4 6155000 1372 0.00184203551550491 0.1628 0.1668 0.995412905885264 0.962924465309663 2 523 0.0144520871098309 0.443744
chr4 6160001 chr4 6165000 2096 0.00149201943095073 0.2535 0.2936 0.9985346498891 0.960797406226983 4 1880 0.0191529082619508 0.50255
chr4 6170001 NA NA NA NA 0.0556 0.0503 0.946991131257671 0.931817086686262 0 293 0.0663201985727583 0.311531
chr4 6180001 chr4 6185000 1660 0.000872721655854187 0.0389 0.1314 0.992662966560235 0.966666981336908 3 1349 0.0196953281460324 0.312831
chr4 6190001 NA NA NA NA 0.1317 0.0562 0.991895164283155 0.808959793731367 1 157 0.0195982361587457 0.39944
chr4 6200001 chr4 6205000 1086 0.00169373290920252 0.1225 0.1568 0.985558323050799 0.96231181722436 3 992 0.0391947266443234 0.40304
chr4 620001 chr4 625000 1114 0.000808108707570108 0.1203 0.1283 0.995681103136417 0.864391378871213 4 934 0.0153081215715049 0.547855
chr4 6210001 NA NA NA NA 0.1375 0.0875 0.973573160336472 0.946107619552423 3 655 0.0402151283830673 0.367237
chr4 6220001 chr4 6225000 1523 0.00118386756600808 0 0 0.987224926639399 0.958436301808344 0 1153 0.00864111315108713 0.407841
chr4 6230001 chr4 6235000 1464 0.00263081636032456 0.1381 0.0658 0.999014485127403 0.962325584597063 3 1275 0.0224536117477294 0.514852
chr4 6240001 NA NA NA NA 0 0 0.98714547681353 0.958381232317531 0 380 0.0244577352472089 0.406341
chr4 6250001 NA NA NA NA NA NA NA NA NA 1303 0.0240459080443731 NA
chr4 6260001 NA NA NA NA NA NA NA NA NA 794 0.0357417561447788 NA
chr4 6270001 chr4 6275000 1206 0.00275139454243932 0.0569 0.2099 0.994189937851519 0.964982687528825 4 929 0.0305833205187349 0.445245
chr4 6280001 NA NA NA NA NA NA NA NA NA 1265 0.0376773950686994 NA
chr4 6290001 NA NA NA NA 0.1843 0.1306 0.994970006617769 0.964755525879219 0 850 0.0307593582887701 0.441744
chr4 6300001 NA NA NA NA NA NA NA NA NA 940 0.0192958459979737 NA
chr4 630001 NA NA NA NA NA NA NA NA NA 1889 0.0314538029466563 NA
chr4 6310001 NA NA NA NA 0.08 0.0834 0.991415164687986 0.864384495184861 4 723 0.0183892870614862 0.424542
chr4 6320001 chr4 6325000 1577 0.00156991602774736 0.1043 0.2243 0.990865166677279 0.964851897488143 3 1005 0.0414231870948289 0.420842
chr4 6330001 NA NA NA NA 0.1437 0.1055 0.974437511946662 0.932216340494662 3 NA NA 0.368337
chr4 6340001 NA NA NA NA 0 0.1649 0.99671001349126 0.941543735501236 2 754 0.0425649726047604 0.452345
chr4 6350001 NA NA NA NA 0.0455 0.1741 0.991186161416277 0.964266784148247 3 870 0.0295053988157436 0.428143
chr4 6360001 chr4 6365000 1573 0.00290396189951181 0.1486 0.1218 0.991526634994818 0.955992593153486 2 1121 0.0258243392052491 0.423642
chr4 6370001 NA NA NA NA 0.1137 0.0738 0.983543176111892 0.953135863317524 4 435 0.0189281982385431 0.39904
chr4 6380001 NA NA NA NA 0 0 0.960786371791536 0.934157540045845 0 NA NA 0.339234
chr4 6390001 NA NA NA NA NA NA NA NA NA 1217 0.0308184146721534 NA
chr4 6400001 chr4 6405000 2614 0.0021589606516921 0.0873 0.137 0.984004822589924 0.962057120829347 3 2414 0.0132240998438182 0.406241
chr4 640001 NA NA NA NA 0.0279 0 0.965493778323054 0.944717114909376 0 NA NA 0.347035
chr4 6410001 NA NA NA NA NA NA NA NA NA 534 0.0345959595959596 NA
chr4 6420001 NA NA NA NA 0 0 0.964495651142453 0.953142423307789 0 245 0.0922510822510823 0.09641
chr4 6430001 NA NA NA NA 0 0 0.973003267025245 0.948890961951255 0 NA NA 0.278128
chr4 6440001 NA NA NA NA NA NA NA NA NA 947 0.0298225885343098 NA
chr4 6450001 chr4 6455000 1357 0.00174181014269444 0.0875 0.3105 0.981170169886538 0.957087099283408 1 1254 0.0259590090929804 0.387039
chr4 6460001 chr4 6465000 1510 0.0022998193859121 0.1985 0.2008 0.99779413949929 0.968961458240117 4 1314 0.036088214170406 0.467147
chr4 6470001 NA NA NA NA 0.0312 0.0652 0.979833092797946 0.957727282114118 3 643 0.012471975924542 0.382338
chr4 6480001 chr4 6485000 1158 0.00176375150468414 0.3247 0.0757 0.990687803368137 0.964287435207302 3 1119 0.0245124550754578 0.420342
chr4 6490001 NA NA NA NA 0.1601 0.0665 0.977927264640504 0.955827384681044 2 641 0.0184945060140068 0.379238
chr4 6500001 NA NA NA NA 0.0454 0.0263 0.929022736660433 0.924031637422473 0 NA NA 0.282228
chr4 650001 chr4 655000 1398 0.00228148103684584 0.0929 0.1182 0.976559652777592 0.955317991891018 3 852 0.0204154218238725 0.373837
chr4 6510001 chr4 6515000 1234 0.00152988556554197 0.2129 0.0296 0.976415849348774 0.952991305904138 4 1112 0.0204693388146626 0.374637
chr4 6520001 NA NA NA NA NA NA NA NA NA 1279 0.0196777421171479 NA
chr4 6530001 NA NA NA NA 0.0384 0.3043 0.987024932011215 0.864432680989323 4 368 0.027050395256917 0.417542
chr4 6540001 chr4 6545000 1104 0.000955204216073777 0.0566 0.0669 0.984848595779039 0.960570244577376 4 788 0.0180796360999407 0.39854
chr4 6550001 NA NA NA NA 0.0338 0.1132 0.977590237970913 0.954650274314901 4 536 0.0225352539251793 0.377038
chr4 6560001 NA NA NA NA 0.4865 0.0317 0.989814473616955 0.958174721726979 1 513 0.0112085769980507 0.418542
chr4 6570001 chr4 6575000 1324 0.000371104223067969 0.0635 0.2293 0.99901234730109 0.967123513984209 4 962 0.0293782793782794 0.482848
chr4 6580001 chr4 6585000 1005 0.00393808513211498 0 0 0.960961218467471 0.945467436721713 0 518 0.0196121446121446 0.337134
chr4 6590001 chr4 6595000 1592 0.00259631490787269 0.0896 0.0953 0.990217847082939 0.964328737325412 4 1261 0.0325538722445939 0.420642
chr4 6600001 NA NA NA NA NA NA NA NA NA 1042 0.0282679892084882 NA
chr4 660001 chr4 665000 2472 0.000931646562714523 0.0512 0.2525 0.985080176779875 0.961224194780789 3 2279 0.0215538447219009 0.412141
chr4 6610001 NA NA NA NA 0.0744 0.0914 0.986881307694226 0.89403941598805 3 432 0.0540649551066218 0.405041
chr4 6620001 chr4 6625000 1728 0.00258797915047915 0.2871 0.1707 0.994684489206843 0.963378788608876 3 1448 0.0198557772798104 0.443144
chr4 6630001 NA NA NA NA NA NA NA NA NA 1410 0.0310675140462374 NA
chr4 6640001 NA NA NA NA NA NA NA NA NA 826 0.0287223672211566 NA
chr4 6650001 chr4 6655000 1355 0.00256513474225652 0.0944 0.1753 0.986949334974658 0.964321853639061 4 1102 0.0219449485783424 0.414441
chr4 6660001 chr4 6665000 1518 0.0032653995104588 0.0686 0.0612 0.992398950380586 0.961747354943519 4 1310 0.0440720539002982 0.427843
chr4 6670001 chr4 6675000 1522 0.00293871699916378 0.0294 0.1519 0.994613712509728 0.964418225247985 3 1395 0.0330284410929572 0.439044
chr4 6680001 chr4 6685000 1284 0.00566720403169002 0 0 0.981358720966463 0.958181605413331 0 715 0.0486649713922441 0.387139
chr4 6690001 NA NA NA NA 0.1551 0.1276 0.979749631774415 0.950843595762403 4 656 0.0143431263858093 0.382438
chr4 6700001 NA NA NA NA 0.1556 0.0336 0.958419286507591 0.92867812570988 0 NA NA 0.332733
chr4 670001 NA NA NA NA NA NA NA NA NA 437 0.0340480648260969 NA
chr4 6710001 NA NA NA NA 0.091 0.1933 0.988453366481708 0.954361159488129 2 224 0.0174512987012987 0.412641
chr4 6720001 NA NA NA NA 0 0 0.984612383921711 0.950878014194161 0 NA NA 0.425343
chr4 6730001 NA NA NA NA 0.0755 0.1316 0.98848405765501 0.86269110834234 3 NA NA 0.415442
chr4 6740001 chr4 6745000 1034 0.00410292479924975 0.189 0.4002 0.994293064441287 0.962181027183677 3 842 0.0166489290598554 0.441344
chr4 6750001 chr4 6755000 2263 0.00160553837089409 0.3025 0.253 0.995389151454825 0.960873126776852 3 2078 0.024867192480282 0.461546
chr4 6760001 NA NA NA NA 0.1801 0.1594 0.98058994092194 0.958931927225668 4 434 0.0273704789833822 0.384838
chr4 6770001 NA NA NA NA NA NA NA NA NA 1829 0.0248984658498054 NA
chr4 6780001 chr4 6785000 1378 0.001941768922901 0.1172 0.0217 0.996672664118271 0.967309373515705 1 1059 0.0254582449341656 0.452545
chr4 6790001 chr4 6795000 1182 0.00333611678789344 0.1675 0.2566 0.997495666834493 0.963943250889716 4 958 0.0370429240210033 0.524452
chr4 6800001 NA NA NA NA 0 0 0.990450884170204 0.959338064720419 0 340 0.0309587471352177 0.418842
chr4 680001 chr4 685000 1282 0.00190516711577554 0.1446 0.1457 0.97983557848639 0.954505716901515 2 1191 0.0272854489479175 0.384338
chr4 6810001 NA NA NA NA 0 0 0.995722337594636 0.948689001934316 0 NA NA 0.544755
chr4 6820001 NA NA NA NA 0.027 0.018 0.993398234775273 0.921670533003834 0 NA NA 0.434743
chr4 6840001 NA NA NA NA NA NA NA NA NA 126 0.0698051948051948 NA
chr4 6850001 NA NA NA NA 0 0 0.991923634255184 0.888250235766258 0 NA NA 0.567257
chr4 6860001 NA NA NA NA 0.0485 0.2937 0.998062757844107 0.963599066572131 3 NA NA 0.475248
chr4 6870001 chr4 6875000 1205 0.00443606186344775 0.0405 0 0.981976852241844 0.955276689772907 0 932 0.0569387157906471 0.389139
chr4 6880001 NA NA NA NA NA NA NA NA NA 1277 0.0262914975914193 NA
chr4 6890001 chr4 6895000 2558 0.0026441111663942 0.1681 0.226 0.997456623596317 0.964714223761109 3 2459 0.0301576862882272 0.460546
chr4 6900001 NA NA NA NA NA NA NA NA NA 1630 0.0243202094429088 NA
chr4 690001 chr4 695000 1664 0.00214525058275058 0.0515 0.1418 0.976078839039852 0.955607106717789 2 1484 0.0341827983337417 0.372237
chr4 6910001 NA NA NA NA 0.0271 0.1198 0.982761547968533 0.941406061774201 3 659 0.0419874005609969 0.392439
chr4 6930001 NA NA NA NA 0 0 0.993457298210499 0.959441320015695 0 200 0.06 0.450245
chr4 6940001 chr4 6945000 1507 0.00273827035605403 0.1357 0.1645 0.988268875766111 0.965237383923839 2 1239 0.0357409270847528 0.410341
chr4 6950001 NA NA NA NA NA NA NA NA NA 480 0.0342889749139749 NA
chr4 6960001 chr4 6965000 1222 0.00211754966255785 0.0336 0.0677 0.982309413972168 0.953170281749282 0 1003 0.0316731955316203 0.390139
chr4 6970001 NA NA NA NA NA NA NA NA NA 1387 0.0294352007041264 NA
chr4 6980001 NA NA NA NA 0.0476 0 0.933346637959852 0.907634696532687 0 NA NA 0.290429
chr4 6990001 NA NA NA NA 0.1088 0.0737 0.986899189931638 0.960453221909397 3 874 0.0358331599750364 0.406741
chr4 7000001 NA NA NA NA NA NA NA NA NA 1428 0.0226710381122146 NA
chr4 700001 chr4 705000 1429 0.00152681468286787 0.1954 0.1172 0.978314602495245 0.956391846961885 2 1137 0.0237467018469657 0.378638
chr4 70001 NA NA NA NA 0.0763 0.0509 0.970725005359542 0.953383676026186 4 409 0.0341853745276728 0.360536
chr4 7010001 chr4 7015000 1444 0.00239444304541258 0.0554 0.374 0.99959954217365 0.966139146835914 4 968 0.0284247433007764 0.485249
chr4 7020001 chr4 7025000 1313 0.00410401986944257 0.0779 0.1297 0.99244539177392 0.923040386587826 2 524 0.026785873159919 0.431943
chr4 7030001 NA NA NA NA 0.0733 0.1804 0.997876141884187 0.771337706768729 1 NA NA 0.462146
chr4 7040001 NA NA NA NA 0.0575 0.1883 0.996769728188989 0.83198986721369 1 NA NA 0.454045
chr4 7050001 chr4 7055000 1388 0.00275370642805801 0.0661 0.1364 0.995847350987797 0.937303384708579 1 1161 0.0273737172961979 0.447145
chr4 7060001 NA NA NA NA 0 0 0.995812815612083 0.958470720240103 0 NA NA 0.450845
chr4 7070001 NA NA NA NA 0 0 0.960500554563769 0.841867957128401 0 NA NA 0.339834
chr4 7080001 NA NA NA NA NA NA NA NA NA 2280 0.0169665860455334 NA
chr4 7090001 NA NA NA NA NA NA NA NA NA 2218 0.0150711176410004 NA
chr4 7100001 chr4 7105000 1377 0.00158227151691204 0.0906 0.1784 0.997680485566398 0.966593470135127 4 749 0.0372820326091354 0.460946
chr4 710001 chr4 715000 1586 0.00317125077528608 0 0 0.950343607683277 0.93525892986212 0 1028 0.0822364244056851 0.317832
chr4 7110001 NA NA NA NA 0.0269 0.0299 0.969384317949401 0.953789813520937 0 NA NA 0.356636
chr4 7120001 NA NA NA NA 0.0467 0.1133 0.999106582639058 0.958057699059 2 NA NA 0.505351
chr4 7130001 NA NA NA NA 0 0 0.996119601260811 0.937544313730889 0 NA NA 0.541954
chr4 7140001 NA NA NA NA 0 0 0.995137753434003 0.91366480577679 0 NA NA 0.547755
chr4 7150001 NA NA NA NA 0.0022 0 0.998683470650698 0.956846170261098 0 NA NA 0.475748
chr4 7170001 NA NA NA NA 0 0 0.979332464703171 0.962132166165149 0 NA NA 0.063706
chr4 7180001 NA NA NA NA 0 0 0.954877069510804 0.8134172998855 0 NA NA 0.058906
chr4 7190001 NA NA NA NA 0.1623 0.1839 0.982828556358596 0.955317991891018 2 NA NA 0.392739
chr4 7200001 NA NA NA NA 0 0 0.992225117290678 0.953679674539309 0 NA NA 0.438944
chr4 720001 NA NA NA NA 0 0 0.97679262165904 0.95991440368908 0 120 0.0770833333333333 0.080108
chr4 7210001 NA NA NA NA 0 0.1226 0.99887534316875 0.963358137549821 1 NA NA 0.474047
chr4 7220001 NA NA NA NA 0 0.0634 0.996815349538531 0.963048371663993 1 259 0.027992277992278 0.465547
chr4 7240001 NA NA NA NA 0.071 0.0822 0.997228289621996 0.910677285900145 1 NA NA 0.458946
chr4 7250001 NA NA NA NA 0.1079 0.0926 0.982647778008891 0.956501985943512 2 NA NA 0.391039
chr4 7260001 NA NA NA NA 0.0778 0.0819 0.998063980615326 0.955655292522252 2 190 0.0580622009569378 0.479848
chr4 7270001 NA NA NA NA 0.2453 0.1683 0.993944315083508 0.866662995367279 1 332 0.0455366922234392 0.436944
chr4 7280001 chr4 7285000 1913 0.00271834803983262 0.214 0.1448 0.983834645676621 0.959172856247978 3 1645 0.0318008890805243 0.39864
chr4 7290001 NA NA NA NA 0.0167 0.0575 0.973494906314284 0.950464993013058 0 253 0.0326146843933405 0.365337
chr4 7300001 chr4 7305000 1694 0.0031869743794183 0.1976 0.1526 0.994451947044385 0.964845013801791 3 1494 0.0300111535051294 0.446345
chr4 7310001 chr4 7315000 1123 0.0035052214037076 0 0 0.970639810338442 0.870490324978833 0 931 0.0574569540734954 0.358736
chr4 7320001 chr4 7325000 1244 0.00361492740913963 0.0872 0.1187 0.998267248952418 0.965519615064259 4 855 0.0159021290600238 0.468247
chr4 7330001 NA NA NA NA 0.1809 0.1055 0.987240378309918 0.950657736230906 1 510 0.0475638740344623 0.409241
chr4 7340001 chr4 7345000 1124 0.00353715086811173 0.0874 0.0924 0.988669853543127 0.962222329301788 4 1087 0.031825748615077 0.412141
chr4 7350001 chr4 7355000 1319 0.00373331495393663 0.1795 0.1775 0.982921932392355 0.956825519202043 3 840 0.0380437023294166 0.392939
chr4 7360001 NA NA NA NA NA NA NA NA NA 1837 0.0252383345197716 NA
chr4 7370001 NA NA NA NA NA NA NA NA NA 908 0.0368778248183535 NA
chr4 7380001 chr4 7385000 1859 0.00226705336979678 0.0326 0.0344 0.994073392119289 0.960095270219108 0 1590 0.0275315303145492 0.438044
chr4 7390001 NA NA NA NA 0.1125 0.0794 0.965626079265784 0.943863537801764 3 710 0.0355420401195049 0.347535
chr4 7400001 NA NA NA NA 0 0 0.996989284642539 0.940029324503858 0 NA NA 0.489349
chr4 740001 chr4 745000 1649 0.00553871032949262 0 0.0224 0.964030259260626 0.947593234155288 0 377 0.0595410336789647 0.29523
chr4 7410001 NA NA NA NA 0 0 0.983513365813984 0.953002852517154 0 NA NA 0.19892
chr4 7440001 NA NA NA NA 0 0 0.987528887881663 0.962840627580512 0 NA NA 0.264026
chr4 7450001 NA NA NA NA 0.0559 0.019 0.984911097655233 0.939788395481548 0 242 0.0397257700976709 0.40424
chr4 7460001 NA NA NA NA 0.1105 0.1378 0.984696578123576 0.881841523772811 1 257 0.0317769130998703 0.40294
chr4 7480001 chr4 7485000 1071 0.00207679031208443 0.0234 0.0748 0.987141336830754 0.901418727757088 0 NA NA 0.412641
chr4 7490001 NA NA NA NA 0.0392 0.1193 0.963283661286847 0.947009382464497 2 NA NA 0.343334
chr4 7500001 NA NA NA NA 0 0 0.989795662783781 0.964943630397349 0 NA NA 0.083308
chr4 750001 chr4 755000 1527 0.00377249905737136 0 0 0.972182664736757 0.93931342112328 0 351 0.0848225848225848 0.368337
chr4 7510001 NA NA NA NA 0 0 0.992317795954281 0.945487668161435 0 NA NA 0.084408
chr4 7520001 NA NA NA NA 0 0 0.995850541797863 0.956605241238788 0 NA NA 0.543754
chr4 7530001 NA NA NA NA 0 0.0345 0.999847984960125 0.961410054312285 0 NA NA 0.50095
chr4 7540001 NA NA NA NA 0.0744 0.0332 0.976248015110324 0.953390559712537 0 NA NA 0.372737
chr4 7550001 NA NA NA NA 0 0 0.998994334037369 0.956908123438264 0 NA NA 0.480548
chr4 7560001 NA NA NA NA 0 0 0.998427368012517 0.941474511425913 0 NA NA 0.210521
chr4 7580001 NA NA NA NA 0 0 0.997651335867044 0.960390772355758 0 NA NA 0.144014
chr4 7590001 NA NA NA NA 0 0 0.990668719316022 0.953017194173694 0 NA NA 0.219222
chr4 760001 chr4 765000 1923 0.000786334483682376 0 0 0.977455359726514 0.921691184062889 0 1537 0.0188468005644323 0.376238
chr4 770001 chr4 775000 1791 0.000581123696701586 0 0 0.984615488379659 0.959496389506509 0 1277 0.0228148906692368 0.39754
chr4 780001 chr4 785000 1553 0.0039526045965196 0.0693 0.0434 0.950405574858946 0.94172271134638 2 1123 0.0360099087614671 0.317032
chr4 790001 NA NA NA NA 0.0169 0.0587 0.986606449510526 0.94676783277602 0 NA NA 0.188619
chr4 800001 NA NA NA NA 0 0 0.942168658050982 0.931427931315912 0 NA NA 0.123912
chr4 80001 chr4 85000 1104 0.00183608661869532 0.0479 0.245 0.992567560925153 0.953046375394952 4 1075 0.0332781946735435 0.429243
chr4 8080001 NA NA NA NA 0 0 0.987926288734963 0.956837902798713 0 NA NA 0.134113
chr4 8090001 NA NA NA NA 0.0202 0.2247 0.994069789064438 0.963055255350345 3 306 0.00948207565854625 0.439144
chr4 8100001 NA NA NA NA NA NA NA NA NA 270 0.0144011544011544 NA
chr4 810001 NA NA NA NA 0 0 0.901042203733562 0.8982522320353 0 245 0.0666666666666667 0.247125
chr4 8110001 NA NA NA NA NA NA NA NA NA 691 0.0241404639740385 NA
chr4 8120001 chr4 8125000 1562 0.002285337368564 0.0343 0.2982 0.982792968856717 0.960102153905459 4 1330 0.0252153110047847 0.40494
chr4 8130001 chr4 8135000 1991 0.00273234215976556 0 0.2432 0.985072922905515 0.96167163439365 4 1735 0.021276111016745 0.415342
chr4 8140001 NA NA NA NA 0.0483 0.0328 0.965778851086754 0.857824342091677 4 578 0.0258227355113168 0.350435
chr4 8150001 chr4 8155000 1399 0.00219970641700449 0.1043 0.1995 0.989337364320281 0.956205987430389 4 1184 0.0280927124677125 0.418442
chr4 8160001 NA NA NA NA 0.1293 0.0666 0.966769021577017 0.948723420366074 2 582 0.0734301065486632 0.352935
chr4 8170001 NA NA NA NA NA NA NA NA NA 611 0.0206616078956504 NA
chr4 8180001 NA NA NA NA 0.0708 0 0.969195192681959 0.947973098553737 0 NA NA 0.355136
chr4 8190001 chr4 8195000 1592 0.00130577128064565 0.2533 0.2075 0.993709282516518 0.967584720969774 4 1055 0.0152175786299009 0.444144
chr4 8200001 chr4 8205000 1592 0.00201590704103267 0.0898 0.2773 0.989562265890016 0.956405614334588 4 1590 0.0123508305112079 0.417042
chr4 820001 chr4 825000 2232 0.00105083088954057 0.1249 0.1365 0.982531952564204 0.961293031644306 2 1969 0.0234275205072564 0.393639
chr4 8210001 NA NA NA NA NA NA NA NA NA 707 0.0290956097179577 NA
chr4 8220001 chr4 8225000 1246 0.00658105939004815 0.0873 0.0307 0.967906857510243 0.852165951910567 3 539 0.0300548554722952 0.353535
chr4 8230001 chr4 8235000 1617 0.00241764007997774 0.1929 0.2472 0.998972953811788 0.961898796043257 4 1052 0.0179513768867381 0.50305
chr4 8240001 chr4 8245000 1850 0.00303042903042903 0.1575 0.1568 0.984547908360059 0.959682249038005 4 1569 0.0339359705516493 0.39694
chr4 8250001 NA NA NA NA 0.0832 0.1329 0.987345904829739 0.96022606025979 2 NA NA 0.406741
chr4 8260001 NA NA NA NA 0.0351 0.113 0.987497060666533 0.954127114152171 0 NA NA 0.407541
chr4 8270001 chr4 8275000 1176 0.00221603793032365 0.1066 0.047 0.984149491664158 0.946410501751898 3 764 0.0262176741234333 0.39634
chr4 8280001 chr4 8285000 1136 0.00257949210413999 0.1049 0 0.989193148668826 0.943760282506488 1 829 0.0274252084867284 0.416542
chr4 8290001 NA NA NA NA 0.033 0.264 0.979696709598439 0.947814773767648 4 782 0.0200108501898783 0.389039
chr4 8300001 chr4 8305000 1690 0.00186038813257748 0.2644 0.28 0.999940774335782 0.966903236020954 4 1381 0.0267601695914513 0.49895
chr4 830001 chr4 835000 1865 0.00330977333658299 0.1592 0.1621 0.990378375491227 0.965079059137749 4 1696 0.0231471555174385 0.422542
chr4 8310001 chr4 8315000 1636 0.00214648839343216 0.1261 0.0152 0.988999371259978 0.963743623985517 1 1230 0.0392236625163454 0.413241
chr4 8320001 chr4 8325000 1523 0.00194592013370739 0 0 0.987373813630398 0.961685401766354 0 1349 0.021001928637214 0.406741
chr4 8330001 NA NA NA NA 0.1382 0.0453 0.961671055194379 0.944847904950059 0 340 0.0432510626628274 0.340334
chr4 8340001 NA NA NA NA 0.1103 0.1166 0.979675703246497 0.952096426678415 4 595 0.0449772636327258 0.382638
chr4 8350001 chr4 8355000 1383 0.00473515397593489 0.0285 0.205 0.970614084313234 0.930578023142954 3 403 0.023490488006617 0.365837
chr4 8360001 chr4 8365000 1314 0.00262690125703824 0.1345 0.0861 0.974665800879101 0.951655870751905 3 684 0.0504528609791768 0.369137
chr4 8370001 chr4 8375000 1909 0.00134975902393399 0.0631 0.1232 0.989678763954785 0.962050237142995 3 1282 0.0331311953776852 0.417442
